City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,svendborg,55.0598,10.6068,61.86,92,100,14.34,DK,1696232547
277,hithadhoo,-0.6,73.0833,82.65,72,9,13.0,MV,1696232547
278,kelibia,36.8476,11.0939,73.65,88,40,3.44,TN,1696232547
279,alofi,-19.0595,-169.9187,71.49,73,75,11.5,NU,1696232548
280,zag,46.9441,99.165,48.63,32,83,12.86,MN,1696232548
281,tulun,54.5611,100.5792,45.12,47,99,4.74,RU,1696232548
282,gornopravdinsk,60.05,69.9,57.43,63,100,13.51,RU,1696232548
283,i-n-salah,27.1935,2.4607,82.56,30,0,21.65,DZ,1696232548
284,vinh long,10.25,105.9667,84.18,93,100,5.12,VN,1696232548
285,codrington,-38.2667,141.9667,71.33,60,0,5.53,AU,1696232548
286,tralee,52.2704,-9.7026,50.25,100,40,3.44,IE,1696232548
287,fallon,39.4735,-118.7774,49.87,87,100,4.61,US,1696232549
288,antofagasta,-23.65,-70.4,60.08,85,57,5.91,CL,1696232549
289,cockburn town,21.4612,-71.1419,83.14,76,72,12.28,TC,1696232549
290,cole harbour,44.6724,-63.4751,53.98,95,0,3.0,CA,1696232549
291,polyarnyy,69.1989,33.4478,38.73,66,47,17.02,RU,1696232549
292,karratha,-20.7377,116.8463,93.2,22,1,18.16,AU,1696232549
293,malango,-2.9627,119.9001,83.55,52,86,5.75,ID,1696232549
294,portland,45.5234,-122.6762,56.39,82,68,1.01,US,1696232272
295,muisne,0.6,-80.0333,75.54,84,100,6.08,EC,1696232549
296,dhi as sufal,13.8345,44.1147,77.83,23,0,6.67,YE,1696232550
297,san julian,21.0167,-102.1667,59.63,64,99,6.71,MX,1696232550
298,smolyaninovo,43.2956,132.4675,66.83,53,45,3.06,RU,1696232550
299,ternate,0.8,127.4,81.14,83,100,9.51,ID,1696232550
300,tha mai,12.6214,102.0048,82.89,85,65,8.34,TH,1696232550
301,gimbi,9.1667,35.8333,70.18,60,93,3.89,ET,1696232550
302,becerril,9.7041,-73.2793,75.94,94,100,1.43,CO,1696232550
303,volodarskiy,46.4013,48.5409,69.75,34,45,8.03,RU,1696232551
304,kudahuvadhoo,2.6708,72.8944,82.72,73,100,12.41,MV,1696232551
305,khovd,48.0056,91.6419,50.88,45,16,6.46,MN,1696232551
306,ibshaway,29.358,30.6814,81.73,44,79,8.95,EG,1696232551
307,howrah,22.5892,88.3103,84.2,89,75,3.44,IN,1696232466
308,idri,27.5,13.2667,77.67,42,99,16.98,LY,1696232551
309,kourou,5.1552,-52.6478,77.05,85,87,8.66,GF,1696232551
310,conception bay south,47.4999,-52.9981,53.74,95,0,4.23,CA,1696232551
311,pirallahi,40.4723,50.333,78.94,51,98,10.54,AZ,1696232551
312,constitucion,-35.3333,-72.4167,49.37,74,100,4.18,CL,1696232552
313,broome,42.2506,-75.833,60.21,96,52,2.3,US,1696232552
314,peace river,56.2501,-117.286,54.66,72,100,6.91,CA,1696232552
315,palangkaraya,-2.2,113.8333,101.43,20,71,2.82,ID,1696232552
316,weno,7.4515,151.8468,85.95,79,100,4.61,FM,1696232552
317,hohhot,40.8106,111.6522,66.49,42,20,13.42,CN,1696232552
318,thurso,58.5927,-3.5259,53.85,82,0,13.94,GB,1696232428
319,yemva,62.59,50.8594,54.05,86,93,10.0,RU,1696232552
320,zyrya,40.3661,50.2917,78.89,54,93,9.62,AZ,1696232553
321,brak,27.5496,14.2714,79.39,40,2,15.86,LY,1696232553
322,tangalle,6.024,80.7911,77.16,71,70,12.66,LK,1696232553
323,lata,40.1629,-8.3327,70.84,48,0,0.89,PT,1696232553
324,mossel bay,-34.1831,22.146,73.33,53,0,6.67,ZA,1696232416
325,kikvidze,50.7416,43.0518,66.58,34,100,9.37,RU,1696232553
326,flat river,37.8501,-90.5168,59.7,94,0,0.0,US,1696232553
327,macas,-2.3167,-78.1167,65.64,90,100,3.36,EC,1696232553
328,sacele,45.6174,25.6943,58.82,61,26,11.99,RO,1696232553
329,whistler,50.1164,-122.9695,46.56,87,100,4.0,CA,1696232554
330,ust-nera,64.5667,143.2,35.22,56,21,5.99,RU,1696232554
331,rio grande,-32.035,-52.0986,50.95,82,30,7.67,BR,1696232335
332,papao,-17.75,-149.55,80.28,82,2,19.1,PF,1696232554
333,howard springs,-12.497,131.047,87.71,40,50,9.46,AU,1696232554
334,ancud,-41.8697,-73.8203,43.38,85,99,2.73,CL,1696232554
335,hachenburg,50.65,7.8333,62.83,81,0,5.75,DE,1696232554
336,galliano,29.4422,-90.2992,73.99,75,0,9.66,US,1696232554
337,vung tau,10.346,107.0843,77.85,91,100,10.92,VN,1696232555
338,pisco,-13.7,-76.2167,65.01,88,90,9.22,PE,1696232555
339,farah,32.5,62.5,79.7,9,2,5.21,AF,1696232555
340,illapel,-31.6308,-71.1653,51.76,88,100,3.51,CL,1696232555
341,meadow lake,34.8014,-106.5436,71.8,48,28,7.38,US,1696232555
342,amahai,-3.3333,128.9167,80.4,82,94,2.08,ID,1696232555
343,gaiman,-43.2897,-65.4929,52.9,44,98,7.27,AR,1696232555
344,tyukhtet,56.5389,89.3011,44.2,48,100,10.2,RU,1696232555
345,nueve de julio,-35.4444,-60.8831,45.97,90,19,1.99,AR,1696232556
346,vorgashor,67.5833,63.95,49.57,85,100,19.69,RU,1696232556
347,villa nueva,14.5269,-90.5875,68.02,94,100,4.61,GT,1696232556
348,shahrak,34.1074,64.3052,62.28,11,0,9.91,AF,1696232556
349,coquimbo,-29.9533,-71.3436,55.13,87,100,8.05,CL,1696232556
350,allapalli,19.4167,80.0667,87.66,66,97,5.28,IN,1696232556
351,asipovichy,53.2933,28.6422,57.09,66,0,6.78,BY,1696232556
352,viedma,-40.8135,-62.9967,60.3,42,100,15.84,AR,1696232424
353,bengkulu,-3.8004,102.2655,81.37,67,78,13.06,ID,1696232557
354,billdal,57.5667,11.9333,61.02,82,100,10.0,SE,1696232557
355,patacamaya,-17.2333,-67.9167,47.86,75,93,4.03,BO,1696232557
356,port saint john's,-31.6229,29.5448,70.03,54,7,17.92,ZA,1696232557
357,sanawad,22.1833,76.0667,90.91,48,1,7.36,IN,1696232557
358,corrientes,-27.4806,-58.8341,60.69,75,0,6.91,AR,1696232351
359,sydney,-33.8679,151.2073,70.48,70,0,16.11,AU,1696232394
360,caleta de carquin,-11.0925,-77.6267,64.69,90,65,10.31,PE,1696232557
361,itaituba,-4.2761,-55.9836,76.82,62,97,2.15,BR,1696232557
362,cabo san lucas,22.8909,-109.9124,81.75,79,3,1.01,MX,1696232395
363,terrace,54.5163,-128.6035,49.91,93,100,3.44,CA,1696232558
364,ola,59.5833,151.2833,49.41,74,13,2.91,RU,1696232558
365,shalya,57.2471,58.7298,59.36,56,93,11.77,RU,1696232558
366,itacoatiara,-3.1431,-58.4442,76.3,50,100,3.15,BR,1696232558
367,puerto deseado,-47.7503,-65.8938,43.36,72,6,9.01,AR,1696232558
368,levuka,50.1834,-105.4011,48.02,89,100,6.26,CA,1696232558
369,coxim,-18.5067,-54.76,80.78,61,13,0.67,BR,1696232558
370,revda,56.801,59.9303,59.68,57,58,12.77,RU,1696232559
371,boke,10.9409,-14.2967,78.58,93,92,1.07,GN,1696232559
372,brownwood,31.7093,-98.9912,73.4,57,75,3.44,US,1696232434
373,maloye ganyushkino,46.6,49.2667,70.5,39,31,6.76,KZ,1696232559
374,mount pearl,47.5166,-52.7813,53.15,93,100,9.22,CA,1696232559
375,lospalos,-8.5186,127.0025,79.56,64,40,8.23,TL,1696232559
376,ceeldheer,3.8488,47.1806,86.92,59,6,18.05,SO,1696232559
377,winneba,5.3511,-0.6231,78.73,85,93,6.55,GH,1696232559
378,novozybkov,52.5396,31.9275,56.59,58,36,9.71,RU,1696232560
379,monterey,36.2505,-121.2516,53.17,1,1,4.16,US,1696232265
380,djamaa,33.5339,5.9931,77.72,38,0,6.15,DZ,1696232560
381,katsuren-haebaru,26.3369,127.8719,88.57,71,40,19.57,JP,1696232560
382,qamdo,31.1667,97.2333,60.67,34,66,4.97,CN,1696232560
383,murghob,38.1702,73.9667,47.57,21,27,17.11,TJ,1696232560
384,natal,-5.795,-35.2094,71.82,94,20,5.75,BR,1696232435
385,segou,13.4317,-6.2157,83.93,57,91,8.5,ML,1696232560
386,san luis de la loma,17.2706,-100.8939,79.18,83,100,3.42,MX,1696232561
387,kone,-21.0595,164.8658,67.75,77,47,5.44,NC,1696232561
388,achikulak,44.5517,44.8378,71.4,46,98,13.27,RU,1696232561
389,dogansehir,38.0919,37.8789,63.66,49,60,1.28,TR,1696232561
390,lincheng,19.9078,109.6858,84.79,74,36,9.73,CN,1696232561
391,aldan,58.6031,125.3894,48.2,45,89,1.99,RU,1696232561
392,filadelfia,39.9523,-75.1638,66.43,89,0,6.91,US,1696232561
393,al fqih ben calah,32.5009,-6.6906,66.92,26,67,1.01,MA,1696232562
394,saint-philippe,-21.3585,55.7679,80.19,70,10,6.85,RE,1696232562
395,happy valley-goose bay,53.3168,-60.3315,46.71,76,75,8.05,CA,1696232562
396,zhangatas,43.5667,69.75,68.9,30,5,6.78,KZ,1696232562
397,merowe,18.4833,31.8167,102.97,14,7,4.18,SD,1696232562
398,togur,58.3631,82.8265,49.14,71,97,11.99,RU,1696232562
399,kill devil hills,36.0307,-75.676,65.98,92,0,5.75,US,1696232562
400,badami,15.915,75.6768,77.23,67,100,15.77,IN,1696232562
401,posto fiscal rolim de moura,-13.0833,-62.2667,75.92,77,51,1.41,BR,1696232563
402,taksimo,56.3444,114.8794,36.72,90,27,8.01,RU,1696232563
403,bokkos,9.3,9.0,67.93,88,100,3.56,NG,1696232563
404,mwaro,-3.5,29.6667,74.68,46,24,8.59,BI,1696232563
405,al jawf,29.5,38.75,83.5,33,20,13.11,SA,1696232563
406,venancio aires,-29.6064,-52.1919,52.25,95,0,0.45,BR,1696232348
407,st. john's,47.5649,-52.7093,53.98,93,100,9.22,CA,1696232511
408,tindouf,27.6711,-8.1474,75.65,25,0,9.22,DZ,1696232563
409,napili-honokowai,20.9708,-156.6705,78.17,86,40,13.06,US,1696232564
410,mount gambier,-37.8333,140.7667,70.12,51,0,7.43,AU,1696232564
411,hwange,-18.3693,26.5019,89.35,29,0,14.27,ZW,1696232564
412,banff,51.1762,-115.5698,40.23,93,29,3.44,CA,1696232564
413,penza,53.2007,45.0046,64.26,38,100,8.99,RU,1696232548
414,nishinoomote,30.7333,131.0,77.56,64,20,9.22,JP,1696232564
415,lubumbashi,-11.6609,27.4794,81.09,41,18,11.5,CD,1696232564
416,port alberni,49.2413,-124.8028,56.93,80,100,1.01,CA,1696232408
417,brookings,44.3114,-96.7984,71.38,58,0,11.5,US,1696232326
418,iwon-up,40.3231,128.6553,67.75,52,17,7.31,KP,1696232565
419,hadibu,12.65,54.0333,83.48,70,19,3.18,YE,1696232565
420,sinan,34.8262,126.1086,73.51,54,96,17.02,KR,1696232565
421,karasuk,53.7377,78.0403,47.98,35,0,4.0,RU,1696232565
422,mbuji-mayi,-6.15,23.6,89.4,48,100,2.8,CD,1696232565
423,boa vista,2.8197,-60.6733,82.38,61,0,2.3,BR,1696232565
424,dakhla,23.6848,-15.958,69.82,83,0,12.66,EH,1696232565
425,karaidel',55.8337,56.9069,59.13,54,99,14.36,RU,1696232565
426,greenville,35.6127,-77.3663,61.12,95,100,0.0,US,1696232566
427,kalabo,-14.97,22.6814,90.18,23,72,11.9,ZM,1696232566
428,mukalla,14.5425,49.1242,88.86,55,9,8.97,YE,1696232566
429,ndele,8.4109,20.6473,83.28,75,77,1.97,CF,1696232566
430,hun,29.1268,15.9477,73.65,54,0,6.24,LY,1696232566
431,mahavelona,-17.6848,49.5087,82.38,66,6,9.95,MG,1696232566
432,tshabong,-26.05,22.45,81.12,29,0,21.16,BW,1696232566
433,auki,-8.7676,160.7034,79.23,89,96,5.86,SB,1696232566
434,brisas de zicatela,15.8369,-97.0419,79.41,89,100,5.99,MX,1696232566
435,mutuali,-14.8706,37.0044,92.34,24,1,5.59,MZ,1696232567
436,gereshk,31.8209,64.5701,81.9,7,1,1.43,AF,1696232567
437,cannonvale,-20.2833,148.7,72.79,79,8,11.41,AU,1696232567
438,newman,37.3138,-121.0208,62.58,76,5,2.8,US,1696232567
439,lockhart,28.6194,-81.4426,75.29,95,0,4.61,US,1696232567
440,birjand,32.8663,59.2211,82.87,9,0,4.61,IR,1696232567
441,troitskoye,52.9821,84.6757,53.69,43,9,4.36,RU,1696232567
442,korla,41.7597,86.1469,74.5,22,3,1.66,CN,1696232568
443,dolores,-36.3132,-57.6792,43.48,94,0,4.92,AR,1696232568
444,dabhol,17.6,73.1667,79.54,81,100,4.88,IN,1696232568
445,portsmouth,50.799,-1.0913,62.13,97,100,1.99,GB,1696232568
446,as samawah,31.332,45.2944,96.78,17,84,4.09,IQ,1696232568
447,puerto lempira,15.2667,-83.7667,79.95,87,13,3.22,HN,1696232568
448,iowa falls,42.5225,-93.2513,68.86,63,0,6.91,US,1696232568
449,san miguel de salcedo,-1.0333,-78.5667,51.94,100,40,3.44,EC,1696232568
450,perry,37.2506,-83.1999,65.12,84,0,2.06,US,1696232569
451,sumbe,-11.2061,13.8437,76.5,76,50,4.38,AO,1696232569
452,novyy urengoy,66.0833,76.6333,42.67,97,100,13.87,RU,1696232569
453,sungailiat,-1.85,106.1333,86.95,62,61,14.79,ID,1696232569
454,greenwood,34.1668,-82.1165,61.63,95,0,0.0,US,1696232359
455,borogontsy,62.6683,131.1683,45.28,87,100,5.01,RU,1696232569
456,kavarna,43.4333,28.3333,62.28,60,75,13.8,BG,1696232569
457,ta`u,-14.2336,-169.5144,80.2,80,99,22.88,AS,1696232569
458,haiku-pauwela,20.9219,-156.3051,77.04,70,40,19.57,US,1696232569
459,mareeba,-17.0,145.4333,75.92,68,18,8.55,AU,1696232570
460,yemel'yanovo,56.1681,92.6767,42.08,52,0,13.0,RU,1696232570
461,merizo village,13.2658,144.6691,88.36,89,9,12.28,GU,1696232570
462,akdepe,42.0551,59.3788,73.49,26,0,7.54,TM,1696232570
463,manzhouli,49.6,117.4333,59.49,33,100,7.27,CN,1696232570
464,cholpon-ata,42.6494,77.0823,59.05,52,59,3.89,KG,1696232570
465,rehoboth,-23.3167,17.0833,84.4,10,0,8.79,NA,1696232570
466,daru,-9.0763,143.2092,77.63,85,73,13.47,PG,1696232570
467,ixtapa,20.7,-105.2,81.23,91,93,2.33,MX,1696232571
468,cova figueira,14.8905,-24.2934,75.09,81,86,9.51,CV,1696232571
469,conde,-7.2597,-34.9075,69.26,94,0,2.3,BR,1696232571
470,nizhniy odes,63.6445,54.856,49.24,90,100,12.77,RU,1696232571
471,maceio,-9.6658,-35.7353,71.04,100,20,3.44,BR,1696232571
472,lucapa,-8.4192,20.7447,87.31,44,9,2.71,AO,1696232571
473,belmonte,-15.8631,-38.8828,70.27,88,13,2.73,BR,1696232571
474,manadhoo,5.7667,73.3833,81.14,79,98,13.2,MV,1696232571
475,kralendijk,12.15,-68.2667,84.18,84,100,2.3,BQ,1696232571
476,orcopampa,-15.2661,-72.3417,45.48,83,34,4.21,PE,1696232572
477,santa cruz,-17.8,-63.1667,72.86,68,90,4.61,BO,1696232572
478,barjala,23.6167,91.3667,89.46,76,31,9.33,IN,1696232572
479,ojuelos de jalisco,21.8667,-101.5833,53.74,90,71,5.95,MX,1696232572
480,egilsstadir,65.2653,-14.3948,42.71,100,75,23.02,IS,1696232572
481,primero de mayo,-32.2552,-58.4228,48.54,81,0,7.16,AR,1696232572
482,plettenberg bay,-34.0527,23.3716,70.83,44,0,3.89,ZA,1696232572
483,village of oak creek (big park),34.7809,-111.7623,59.85,55,100,4.61,US,1696232572
484,rundu,-17.9333,19.7667,93.67,14,6,10.76,NA,1696232573
485,puerto san jose,13.9256,-90.8244,78.42,88,75,4.41,GT,1696232573
486,remire-montjoly,4.9167,-52.2667,77.04,88,0,0.0,GF,1696232573
487,fonte boa,-2.4959,-66.2662,75.0,87,100,3.11,BR,1696232573
488,solnechnyy,50.7214,136.6319,45.03,95,100,11.88,RU,1696232573
489,puerto baquerizo moreno,-0.9,-89.6,72.28,88,96,11.63,EC,1696232544
490,kyshtovka,56.555,76.6271,57.34,58,39,12.82,RU,1696232573
491,pathein,16.7833,94.7333,77.74,92,100,6.02,MM,1696232573
492,tannum sands,-23.9504,151.3693,75.09,60,0,12.66,AU,1696232573
493,ocala,29.1872,-82.1401,71.96,87,40,5.75,US,1696232574
494,xunchang,28.4543,104.715,68.41,90,100,2.64,CN,1696232574
495,hailin,44.5833,129.4167,57.33,59,4,7.65,CN,1696232574
496,vorkuta,67.5,64.0,49.91,84,100,19.17,RU,1696232574
497,khorinsk,52.1657,109.7726,48.02,33,24,8.99,RU,1696232574
498,general acha,-37.377,-64.6043,57.99,40,100,18.9,AR,1696232574
499,masterton,-40.9597,175.6575,53.89,66,5,17.18,NZ,1696232574
500,tukrah,32.5341,20.5791,76.96,57,0,9.55,LY,1696232575
501,zhangjiakou,40.81,114.8794,71.42,24,100,6.62,CN,1696232575
502,colesberg,-30.72,25.0972,65.07,27,0,11.72,ZA,1696232575
503,ilebo,-4.3167,20.5833,91.09,45,10,1.1,CD,1696232575
504,waingapu,-9.6567,120.2641,85.28,64,77,13.44,ID,1696232575
505,pacific grove,36.6177,-121.9166,59.02,91,0,4.61,US,1696232575
506,mariana,-20.3778,-43.4161,66.29,98,100,2.24,BR,1696232575
507,santiago de cao,-7.9589,-79.2392,66.33,88,75,9.22,PE,1696232575
508,caiaponia,-16.9567,-51.8103,77.16,60,76,4.32,BR,1696232576
509,laon,49.5667,3.6667,65.71,55,72,3.96,FR,1696232576
510,katsuura,35.1333,140.3,71.71,63,100,13.22,JP,1696232576
511,moramanga,-18.9333,48.2,87.93,31,4,4.59,MG,1696232576
512,huanta,-12.9333,-74.25,56.35,72,73,1.16,PE,1696232576
513,la foa,-21.7108,165.8276,70.99,64,12,7.76,NC,1696232576
514,island harbour,50.724,-1.2758,62.92,95,100,4.68,GB,1696232576
515,rabo de peixe,37.8,-25.5833,65.71,99,20,11.5,PT,1696232576
516,makoua,0.0069,15.6333,85.82,63,18,2.75,CG,1696232576
517,koubia,11.5833,-11.9,71.64,90,90,2.13,GN,1696232577
518,kodinsk,58.6881,99.1844,34.45,65,100,9.91,RU,1696232577
519,aldinga beach,-35.2793,138.4604,87.62,44,1,7.94,AU,1696232577
520,scituate,42.1959,-70.7259,63.05,89,40,1.99,US,1696232279
521,cill airne,52.05,-9.5167,50.05,100,40,3.44,IE,1696232577
522,gorshechnoye,51.5244,38.0365,55.44,56,100,13.04,RU,1696232577
523,coruripe,-10.1256,-36.1756,69.31,85,5,5.7,BR,1696232577
524,aginskoye,51.1,114.53,52.52,52,100,13.94,RU,1696232577
525,onega,63.9061,38.1404,45.16,85,100,8.84,RU,1696232509
526,maxixe,-23.8597,35.3472,76.82,44,75,17.27,MZ,1696232578
527,smithers,54.7804,-127.1743,44.92,100,100,3.44,CA,1696232410
528,dossor,47.5272,52.9811,73.26,34,93,14.79,KZ,1696232578
529,kapit,2.0167,112.9333,89.06,59,100,2.1,MY,1696232578
530,xapuri,-10.6517,-68.5044,73.62,85,87,2.39,BR,1696232578
531,ishigaki,24.3448,124.1572,84.33,74,75,19.57,JP,1696232578
532,butha-buthe,-28.8333,28.5,58.17,22,0,5.66,LS,1696232578
533,thonon-les-bains,46.25,6.5,64.67,54,33,0.11,FR,1696232578
534,kajaani,64.2273,27.7285,46.45,93,100,2.3,FI,1696232579
535,puerto aysen,-45.4,-72.7,39.78,98,100,2.3,CL,1696232579
536,suances,43.4334,-4.0434,73.81,100,100,0.0,ES,1696232579
537,pariaman,-0.619,100.12,84.25,76,97,10.38,ID,1696232579
538,dunedin,-45.8742,170.5036,44.8,80,67,14.0,NZ,1696232579
539,tadine,-21.55,167.8833,70.23,70,100,16.89,NC,1696232579
540,yanta,36.2411,115.6672,64.26,64,100,4.9,CN,1696232579
541,vilyuysk,63.7553,121.6247,39.0,86,100,11.99,RU,1696232579
542,sandnessjoen,66.0217,12.6316,44.71,81,75,1.14,NO,1696232580
543,thinadhoo,0.5333,72.9333,81.81,76,41,10.92,MV,1696232580
544,klaksvik,62.2266,-6.589,50.92,88,100,20.94,FO,1696232580
545,makarov,48.6333,142.8,52.54,85,86,17.63,RU,1696232580
546,yelizovo,53.1873,158.3805,47.84,96,100,15.66,RU,1696232580
547,pitimbu,-7.4706,-34.8086,70.39,69,84,7.38,BR,1696232580
548,kayangel,8.0823,134.7173,83.48,72,100,2.51,PW,1696232580
549,frontera,26.9333,-101.45,77.9,73,75,5.01,MX,1696232528
550,mar del plata,-38.0023,-57.5575,49.08,96,100,8.05,AR,1696232580
551,askoy,60.4092,5.226,52.09,100,75,6.91,NO,1696232581
552,assab,13.0092,42.7394,90.82,59,0,21.97,ER,1696232581
